인증분야명,업체명,주소,전화
위생등급제,하늘찬,서울특별시 강서구 하늘길 38 3층 (방화동 2동 김포공항 국제선청사 동관),02-2064-8080
위생등급제,(주)아워홈푸드엠파이어김포점 실크스파이스,서울특별시 강서구 하늘길 38 지하 2층 (방화동 2동 김포공항 스카이파크),02-6116-5731
채식메뉴음식점,씨제이푸드빌(주)빕스홍대YZ파크점,서울특별시 마포구 양화로 176 (동교동 YZ파크 6층),02-6740-4254
위생등급제,청원,서울특별시 마포구 월드컵로 43 (합정동1층),02-323-3124
위생등급제,상암대게하우스,서울특별시 마포구 월드컵로 190 상암대우 이안마이홈 2차 1층,02-308-7703
위생등급제,하노이의 아침,서울특별시 마포구 월드컵북로 396 (상암동누리꿈스퀘어 2층 R204호),02-376-5320
먹을만큼적당히,한우리순대국,서울특별시 마포구 월드컵북로 396 (상암동누리꿈스퀘어 지1층 B11041105호),02-2132-8090
위생등급제,남다른 감자탕,서울특별시 강서구 금낭화로 29 1층 (방화동 2동),02-2664-2110
위생등급제,푸주옥,서울특별시 강서구 까치산로 183 1~2층 (화곡동 6동),02-2606-3677
위생등급제,개성면옥,서울특별시 강서구 양천로 660 2층 (염창동),02-3664-3705
위생등급제,고기굼터,서울특별시 강서구 양천로 376 (가양동(지상 1~2층)),02-3663-8592
위생등급제,조마루감자탕,서울특별시 강서구 양천로 81 1층 (방화동 1동),02-2661-5852
위생등급제,부뚜막청국장,서울특별시 강서구 가로공원로76길 29 1층 (화곡동 1동),02-2606-4224
위생등급제,조코제주똥돼지,서울특별시 강서구 방화대로47가길 7 2층 205호 (방화동 3동 샤르망),02-2666-1662
먹을만큼적당히,엄마손 가정식,서울특별시 금천구 시흥대로63길 13 (시흥동지상1층),02-804-6320
위생등급제,원할머니보쌈용강점,서울특별시 마포구 토정로 296 (용강동),02-706-6464
저염실천음식점,마포원조주물럭,서울특별시 마포구 토정로 294 (용강동),02-719-3001
위생등급제,조박집투,서울특별시 마포구 토정로 311 (용강동 1층),02-718-4410
먹을만큼적당히,서씨네해장국,서울특별시 마포구 토정로 290 (용강동),02-712-6134
위생등급제,램랜드,서울특별시 마포구 토정로 255 1층 (용강동),02-704-0223
위생등급제,청춘구락부,서울특별시 마포구 토정로 308 1 2층 (용강동),02-702-1399
위생등급제,놀부부대.철판구이,서울특별시 구로구 경인로47길 23 (고척동),02-2619-8892
트랜스지방 안심제과점,파리바게뜨등촌그랜드점,서울특별시 강서구 공항대로41길 65 130~131호 (등촌동그랜드상가 (지상 1층)),02-2658-0886
위생등급제,진참치,서울특별시 양천구 오목로24길 31 (신정동 1층),02-2644-7542
위생등급제,메이퀸컨벤션,서울특별시 금천구 시흥대로 435 (독산동),02-857-0505
위생등급제,해정캐터링,서울특별시 금천구 가마산로 96 지하1층 B111호 (가산동 대륭테크노타운8차),02-6409-1224
위생등급제,대구반야월막창,서울특별시 금천구 금하로 648 (시흥동),02-809-0575
위생등급제,엠파이어푸딩스,서울특별시 금천구 범안로 1130 (가산동 디지털엠파이어 B101호),02-2624-2699
위생등급제,뉴저지소공동순두부 마리오아울렛점,서울특별시 금천구 벚꽃로 266 (가산동 마리오아울렛3관 지상12층),02-2067-2438
위생등급제,어탐,서울특별시 금천구 벚꽃로 312 (가산동(벗꽃십리길65)),02-858-7224
위생등급제,주식회사 대성푸드빌(월드점),서울특별시 금천구 벚꽃로 254 지하1층  B104호 (가산동 월드메르디앙벤처센타),02-2113-7799
위생등급제,퐁닭&amp;오늘한판,서울특별시 금천구 벚꽃로 312 (가산동 지상1층),02-855-7417
위생등급제,서울부대찌개,서울특별시 금천구 벚꽃로 244 B126호 (가산동 벽산디지털밸리5차),02-2082-5747
위생등급제,예쁜돼지,서울특별시 금천구 벚꽃로 278 B-145호 (가산동 SJ테크노빌 지하1층),02-3397-0503
위생등급제,후원가산재능점,서울특별시 금천구 가산디지털1로 186 A동 B130호 (가산동 제이플라츠),02-2028-5511
위생등급제,(주)해우리 가산점,서울특별시 금천구 가산디지털1로 131 B119호 (가산동 BYC HIGHCITY),02-6947-4997
위생등급제,델리명가,서울특별시 금천구 가산디지털2로 14,02-2029-6260
위생등급제,야무찌개,서울특별시 금천구 가산디지털2로 108 지하1층 B107 B108호 (가산동 뉴티캐슬),02-2626-9610
위생등급제,엘에이북창동순두부,서울특별시 금천구 가산디지털2로 53 (가산동한라시그마밸리 206호),02-6443-5353
위생등급제,신원복집식당,서울특별시 마포구 홍익로 29 2층동 (서교동),02-333-1977
위생등급제,충무호동복,서울특별시 강서구 화곡로53길 10 3층 (화곡동 6동),02-2691-6300
먹을만큼적당히,풍성식당,서울특별시 강서구 화곡로53길 7-5 1층 (화곡동 6동),02-2601-1558
건강음식점,마포숯불갈비,서울특별시 동작구 보라매로 112 (대방동),02-821-3330
저염실천음식점,마포숯불갈비,서울특별시 동작구 보라매로 112 (대방동),02-821-3330
트랜스지방 안심제과점,파리바게뜨보라매삼성점,서울특별시 동작구 보라매로 61 (신대방동(1층)),02-825-1338
위생등급제,서귀포 오분작 뚝배기,서울특별시 서초구 반포대로30길 32 (서초동12층),02-523-9897
위생등급제,지현,서울특별시 서초구 효령로31길 32 (방배동(지상1층)),02-3473-6292
위생등급제,더구어,서울특별시 서초구 효령로31길 58 (방배동(지상1층)),02-3474-9293
건강음식점,효소원 순두부와 청국장 그리고 전,서울특별시 서초구 효령로34길 12 1층 (방배동),02-3471-3355
위생등급제,효소원 순두부와 청국장 그리고 전,서울특별시 서초구 효령로34길 12 1층 (방배동),02-521-6750
위생등급제,순흥골,서울특별시 서초구 효령로49길 15 1층 (서초동),02-587-2220
채식메뉴음식점,(주)효소원 방배1호점,서울특별시 서초구 효령로4길 24 (방배동 와이엠빌딩 ),02-582-1820
위생등급제,대호아구집,서울특별시 관악구 남부순환로 1829-9 (봉천동),02-889-1700
위생등급제,애슐리 서울대입구점,서울특별시 관악구 남부순환로 1820 9층 (봉천동 에그옐로우),02-6276-8200
위생등급제,구수옥설렁탕,서울특별시 관악구 남부순환로 1696 지상1층 (봉천동),02-883-8860
먹을만큼적당히,광양불고기,서울특별시 영등포구 여의대방로69길 28 412호 (여의도동유성),02-3775-1142
위생등급제,그린스푼,서울특별시 영등포구 경인로71길 70 (문래동5가 벽산디지털밸리 지상1층A-102호(전체)),02-2636-7778
위생등급제,일석삼조버섯매운탕(사당점),서울특별시 동작구 사당로 185-1 (사당동),02-537-0690
안심마트,롯데쇼핑(주)롯데슈퍼 상도3동점,서울특별시 동작구 상도로 147 (상도동),02-812-5601
위생등급제,흑석골남원추어탕,서울특별시 동작구 서달로 134-1 (흑석동),02-822-2941
위생등급제,놀부부대찌게,서울특별시 동작구 흑석로 106-5 (흑석동(2층)),02-815-5860
위생등급제,고구려,서울특별시 동작구 노량진로 156 (노량진동),02-812-5155
위생등급제,한라수산,서울특별시 관악구 시흥대로 552 (신림동 지상1층),02-701-0455
저염실천음식점,들깨향장수밀,서울특별시 관악구 봉천로 355 ,02-882-8443
저염실천음식점,양평해장국,서울특별시 관악구 봉천로 380,02-882-8148
저염실천음식점,THE진국수육국밥,서울특별시 관악구 관악로 163 (봉천동 2호),02-876-5999
위생등급제,사랑채,서울특별시 관악구 관악로 104 (봉천동지하1층),02-885-0281
위생등급제,(주)세진FRS 라쿠치나서울대점,서울특별시 관악구 관악로 1 (신림동서울대학교 엔지니어하우스(310동)),02-880-1631
위생등급제,일구칠구매운탕,서울특별시 관악구 난곡로 329 1층 (신림동),02-858-1979
위생등급제,신토리토속순대국,서울특별시 관악구 신림로 255 (신림동),02-883-6454
위생등급제,둥구나무,서울특별시 관악구 신림로 85 (신림동지상2층),02-872-1209
위생등급제,남원추어탕,서울특별시 관악구 쑥고개로 135 1층 (봉천동),02-874-6903
위생등급제,양마니,서울특별시 강남구 도산대로56길 16 (청담동지상1층),02-542-9263
건강음식점,차돌,서울특별시 서초구 반포대로7길 17 (서초동),02-587-9871
위생등급제,강가,서울특별시 영등포구 국제금융로2길 7 2층 (여의도동 한주빌딩 ),02-782-3610
위생등급제,민소한우(중앙여의도지점),서울특별시 영등포구 국제금융로2길 37 (여의도동에스트레뉴 지하1층 105호106호),02-780-3365
위생등급제,보나베띠여의도IFC점,서울특별시 영등포구 국제금융로2길 7 (여의도동 한주빌딩 2층 일부),02-782-8889
위생등급제,(주)예성푸드써비스,서울특별시 영등포구 국제금융로6길 38 1호 (여의도동화재보험),02-0782-4315
위생등급제,마리,서울특별시 영등포구 국제금융로8길 27-8 2층 (여의도동),02-6124-7667
위생등급제,킹콩부대찌개(구로디지탈직영점),서울특별시 관악구 조원로 16 (신림동),02-866-5946
안심떡집,삼성떡프린스,서울특별시 동작구 양녕로30길 19-4 (상도동),02-823-2230
위생등급제,풍년오리,서울특별시 관악구 관악로15길 9 2층 (봉천동),02-875-9999
위생등급제,이강순실비집,서울특별시 영등포구 영등포로46길 8 (영등포동3가1~2층),02-2678-1969
안심마트,롯데슈퍼방배2점,서울특별시 서초구 방배로33길 29 1층 (방배동 굿모닝마트내 ),02-536-0004
위생등급제,삼풍숯불갈비,서울특별시 영등포구 국회대로38길 8 (당산동3가지상1층),02-2634-3035
위생등급제,샘모루,서울특별시 영등포구 국회대로66길 19 201호 (여의도동 여의도프리베로오피스텔),02-784-0411
먹을만큼적당히,금원삼계탕,서울특별시 영등포구 국회대로68길 14 (여의도동),02-761-3490
위생등급제,왕왕샤브샤브,서울특별시 영등포구 국회대로70길 15-1 2층 201호 (여의도동 극동VIP빌딩),02-761-8080
위생등급제,봉추찜닭,서울특별시 관악구 관악로16길 25 2층 (봉천동),02-888-9381
저염실천음식점,정성본샤브수끼칼국수,서울특별시 동작구 만양로14가길 27,02-823-7871
위생등급제,정성본샤브수끼칼국수노량진점,서울특별시 동작구 만양로14가길 27 (노량진동),02-823-7871
위생등급제,씨제이푸드빌(주)빕스도곡역점,서울특별시 강남구 남부순환로 2912 (대치동센트럴500상가지하1층),02-569-1997
안심마트,농협유통대치점(주),서울특별시 강남구 삼성로  150 (대치동한보),02-555-8222
위생등급제,명동관전복세상,서울특별시 강남구 남부순환로 2912 (대치동센트럴500지하1층103104호),02-563-8882
위생등급제,케이제이푸드,서울특별시 구로구 디지털로26길 61 (구로동에이스하이엔드타워2차 지하1층),02-6340-5100
위생등급제,명동숯불갈비,서울특별시 구로구 디지털로26길 111 지층 014호 (구로동 제이앤케이디지털타워),02-6124-5669
트랜스지방 안심제과점,빵굼터,서울특별시 구로구 디지털로27길 124 (구로동),02-838-2939
위생등급제,Mr. Lao(엠알.엘에이오),서울특별시 구로구 디지털로31길 38-21 (구로동이앤씨벤처드림타워 3차 205호),02-858-8277
위생등급제,더푸드스토리,서울특별시 구로구 디지털로31길 41 2층 201호 (구로동 이앤씨벤처드림타워6차),02-863-0930
위생등급제,스시오,서울특별시 구로구 디지털로32가길 1 3층 (구로동),7047939909
먹을만큼적당히,오늘한점,서울특별시 구로구 디지털로32길 97-7 (구로동36),02-868-0892
위생등급제,사조참치,서울특별시 구로구 디지털로32길 97-33 (구로동(창조1길 19)),02-864-3113
위생등급제,외식올레길,서울특별시 구로구 디지털로32길 79 (구로동),02-749-5856
위생등급제,구로맛찬들왕소금구이,서울특별시 구로구 디지털로32나길 17-28 1층 (구로동),02-855-5033
먹을만큼적당히,따로갈비,서울특별시 구로구 디지털로32나길 17-22 (구로동),02-865-6781
먹을만큼적당히,푸짐한닭한마리,서울특별시 구로구 디지털로32나길 19 (구로동),02-852-5581
먹을만큼적당히,옹기김치찜&amp;순두부,서울특별시 구로구 디지털로32나길 17-28 (구로동(창조3길 16)),02-856-3966
위생등급제,김영자 원조 나주곰탕,서울특별시 금천구 디지털로9길 47 (가산동한신IT타워2차 102호),02-2025-3155
위생등급제,사리원유승배만두,서울특별시 동작구 상도로50길 2-15 (상도1동),02-814-6022
안심마트,롯데쇼핑(주)롯데슈퍼코엑스점,서울특별시 강남구 봉은사로103길 5 (삼성동지상1층),02-542-7887
